9/12/2011,9/12/2011,NFL Week 1:    Raiders @ Broncos          [TV: ESPN],Invesco Field at Mile High,7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,www.MySportsCal.com,FREE,NFL2011,Broncos,Raiders 
11/24/2011,11/24/2011,NFL Week 12:    Packers @ Lions          [TV: FOX],Ford Field,9:30 AM,10:30 AM,11:30 AM,12:30 PM,12:30 PM,1:30 PM,2:30 PM,3:30 PM,www.MySportsCal.com,FREE,NFL2011,Lions,Packers 
9/11/2011,9/11/2011,NFL Week 1:    Bills @ Chiefs          [TV: CBS],Arrowhead Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Chiefs,Bills 
9/11/2011,9/11/2011,NFL Week 1:    Bengals @ Browns          [TV: CBS],Cleveland Browns Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Browns,Bengals 
9/11/2011,9/11/2011,NFL Week 1:    Titans @ Jaguars          [TV: CBS],EverBank Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Jaguars,Titans 
9/11/2011,9/11/2011,NFL Week 1:    Steelers @ Ravens          [TV: CBS],M&T Bank Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Ravens,Steelers 
9/11/2011,9/11/2011,NFL Week 1:    Colts @ Texans          [TV: CBS],Reliant Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Texans,Colts 
9/11/2011,9/11/2011,NFL Week 1:    Eagles @ Rams          [TV: FOX],Edward Jones Dome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Rams,Eagles 
9/11/2011,9/11/2011,NFL Week 1:    Lions @ Buccaneers          [TV: FOX],Raymond James Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Buccaneers,Lions 
9/11/2011,9/11/2011,NFL Week 1:    Falcons @ Bears          [TV: FOX],Soldier Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Bears,Falcons 
9/18/2011,9/18/2011,NFL Week 2:    Chiefs @ Lions          [TV: CBS],Ford Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Lions,Chiefs 
9/18/2011,9/18/2011,NFL Week 2:    Ravens @ Titans          [TV: CBS],LP Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Titans,Ravens 
9/18/2011,9/18/2011,NFL Week 2:    Browns @ Colts          [TV: CBS],Lucas Oil Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Colts,Browns 
9/18/2011,9/18/2011,NFL Week 2:    Jaguars @ Jets          [TV: CBS],New Meadowlands Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Jets,Jaguars 
9/18/2011,9/18/2011,NFL Week 2:    Raiders @ Bills          [TV: CBS],Ralph Wilson Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Bills,Raiders 
9/18/2011,9/18/2011,NFL Week 2:    Packers @ Panthers          [TV: FOX],Bank of America Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Panthers,Packers 
9/18/2011,9/18/2011,NFL Week 2:    Cardinals @ Redskins          [TV: FOX],FedEx Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Redskins,Cardinals 
9/18/2011,9/18/2011,NFL Week 2:    Seahawks @ Steelers          [TV: FOX],Heinz Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Steelers,Seahawks 
9/18/2011,9/18/2011,NFL Week 2:    Buccaneers @ Vikings          [TV: FOX],Mall of America Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Vikings,Buccaneers 
9/18/2011,9/18/2011,NFL Week 2:    Bears @ Saints          [TV: FOX],Superdome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Saints,Bears 
9/25/2011,9/25/2011,NFL Week 3:    Jaguars @ Panthers          [TV: CBS],Bank of America Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Panthers,Jaguars 
9/25/2011,9/25/2011,NFL Week 3:    Dolphins @ Browns          [TV: CBS],Cleveland Browns Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Browns,Dolphins 
9/25/2011,9/25/2011,NFL Week 3:    Broncos @ Titans          [TV: CBS],LP Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Titans,Broncos 
9/25/2011,9/25/2011,NFL Week 3:    Patriots @ Bills          [TV: CBS],Ralph Wilson Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2011,Bills,Patriots 
